2, 9.121786391020706, 9.121786391020706
8, 118.27246276382937, 118.27246276382937
12, 118.80868832910119, 118.80868832910119
41, 119.7765218657363, 119.7765218657363
68, 329.57490913819106, 329.57490913819106
125, 466.59898426202625, 466.59898426202625
1859, 472.5224931724302, 472.5224931724302
